mjd,ra,dec,mag,band,status,permid,provid,obstime_text
60793.20432402778,186.9737734,7.3809467,22.248,Lg,p,616827,2001 HL69,2025-04-28T04:54:13.596Z
60798.05596936343,186.1414583,7.4424796,21.951,Lr,p,616827,2001 HL69,2025-05-03T01:20:35.753Z
60799.136719849535,185.9750769,7.4443872,21.869,Lr,p,616827,2001 HL69,2025-05-04T03:16:52.595Z
60798.110360694445,186.1324969,7.4427191,22.245,Lg,p,616827,2001 HL69,2025-05-03T02:38:55.164Z
60798.08335166667,186.13693,7.4426197,21.850,Lr,p,616827,2001 HL69,2025-05-03T02:00:01.584Z
60799.116083657405,185.9783294,7.4444013,21.903,Lr,p,616827,2001 HL69,2025-05-04T02:47:09.628Z
60793.138030625,186.9866591,7.3795241,22.253,Lg,p,616827,2001 HL69,2025-04-28T03:18:45.846Z
60799.14335815972,185.9740213,7.4443851,22.395,Lg,p,616827,2001 HL69,2025-05-04T03:26:26.145Z
60798.01299451389,186.148562,7.4423366,21.815,Li,p,616827,2001 HL69,2025-05-03T00:18:42.726Z
60797.12558309028,186.2895123,7.4374776,22.412,Lg,p,616827,2001 HL69,2025-05-02T03:00:50.379Z
60798.01986650463,186.1473709,7.4424016,21.732,Li,p,616827,2001 HL69,2025-05-03T00:28:36.466Z
60795.07071803241,186.6373678,7.414979,21.867,Lr,p,616827,2001 HL69,2025-04-30T01:41:50.038Z
60798.07797766204,186.1378198,7.4425771,21.966,Lr,p,616827,2001 HL69,2025-05-03T01:52:17.270Z
60797.062504016205,186.3003203,7.437016,21.949,Lr,p,616827,2001 HL69,2025-05-02T01:30:00.347Z
60799.012430243056,185.9947273,7.4443756,21.952,Li,p,616827,2001 HL69,2025-05-04T00:17:53.973Z
60798.048591782404,186.1426657,7.4424954,21.977,Lr,p,616827,2001 HL69,2025-05-03T01:09:58.330Z
60787.11650885417,188.2067342,7.1813851,21.569,Li,p,616827,2001 HL69,2025-04-22T02:47:46.365Z
60797.09878255787,186.2941054,7.4372912,22.378,Lg,p,616827,2001 HL69,2025-05-02T02:22:14.813Z
60799.03884609954,185.9905545,7.444415,21.880,Li,p,616827,2001 HL69,2025-05-04T00:55:56.303Z
60797.07709071759,186.2978146,7.4371312,21.966,Lr,p,616827,2001 HL69,2025-05-02T01:51:00.638Z
60799.11361825231,185.9787235,7.4443898,21.918,Lr,p,616827,2001 HL69,2025-05-04T02:43:36.617Z
60795.06723497685,186.6380038,7.4149279,21.926,Lr,p,616827,2001 HL69,2025-04-30T01:36:49.102Z
60797.10948666667,186.292259,7.4373454,22.389,Lg,p,616827,2001 HL69,2025-05-02T02:37:39.648Z
60799.0159277662,185.994178,7.44436,21.924,Li,p,616827,2001 HL69,2025-05-04T00:22:56.159Z
60797.13766872685,186.2874414,7.4375326,23.422,Lu,p,616827,2001 HL69,2025-05-02T03:18:14.578Z
60797.10804420139,186.292531,7.4373564,22.386,Lg,p,616827,2001 HL69,2025-05-02T02:35:35.019Z
60798.13240672454,186.1288579,7.4428235,22.335,Lg,p,616827,2001 HL69,2025-05-03T03:10:39.941Z
60793.19981980324,186.9746484,7.380856,22.218,Lg,p,616827,2001 HL69,2025-04-28T04:47:44.431Z
60798.01398430556,186.1483705,7.4423554,22.030,Li,p,616827,2001 HL69,2025-05-03T00:20:08.244Z
60797.15402120371,186.2845603,7.4375014,23.113,Lu,p,616827,2001 HL69,2025-05-02T03:41:47.432Z
60798.05793703704,186.1411267,7.4425501,21.782,Lr,p,616827,2001 HL69,2025-05-03T01:23:25.760Z
60799.09183613426,185.9821783,7.4443864,21.893,Lr,p,616827,2001 HL69,2025-05-04T02:12:14.642Z
60794.17050425926,186.7967893,7.4001993,21.879,Lr,p,616827,2001 HL69,2025-04-29T04:05:31.568Z
60793.16269996528,186.9819397,7.3799733,23.240,Lu,p,616827,2001 HL69,2025-04-28T03:54:17.277Z
60798.06035920139,186.1407278,7.44254,21.844,Lr,p,616827,2001 HL69,2025-05-03T01:26:55.035Z
60793.193513969905,186.975868,7.3807224,21.842,Lr,p,616827,2001 HL69,2025-04-28T04:38:39.607Z
60799.13426136574,185.9754473,7.4443972,21.914,Lr,p,616827,2001 HL69,2025-05-04T03:13:20.182Z
60797.0370558912,186.3046681,7.4368238,21.771,Li,p,616827,2001 HL69,2025-05-02T00:53:21.629Z
60799.010934502316,185.9949817,7.4443628,21.932,Li,p,616827,2001 HL69,2025-05-04T00:15:44.741Z
60798.109881296295,186.1325709,7.4427178,22.274,Lg,p,616827,2001 HL69,2025-05-03T02:38:13.744Z
60799.109680520836,185.9793392,7.4443925,21.981,Lr,p,616827,2001 HL69,2025-05-04T02:37:56.397Z
60795.15693762732,186.6215613,7.4162365,22.306,Lg,p,616827,2001 HL69,2025-04-30T03:45:59.411Z
60799.096344178244,185.9814495,7.4443925,21.843,Lr,p,616827,2001 HL69,2025-05-04T02:18:44.137Z
60798.076016666666,186.1381633,7.442581,21.959,Lr,p,616827,2001 HL69,2025-05-03T01:49:27.840Z
60793.14193525463,186.9859095,7.3796161,22.302,Lg,p,616827,2001 HL69,2025-04-28T03:24:23.206Z
60797.02428630787,186.306854,7.4367118,21.885,Li,p,616827,2001 HL69,2025-05-02T00:34:58.337Z
60798.063779027776,186.1401835,7.4425723,21.947,Lr,p,616827,2001 HL69,2025-05-03T01:31:50.508Z
60797.12851663194,186.2890177,7.437493,22.410,Lg,p,616827,2001 HL69,2025-05-02T03:05:03.837Z
60799.12580769676,185.9768098,7.4443855,22.009,Lr,p,616827,2001 HL69,2025-05-04T03:01:09.785Z
60799.12628822916,185.9767088,7.4443912,21.878,Lr,p,616827,2001 HL69,2025-05-04T03:01:51.303Z
60797.10659072916,186.2927681,7.4373401,22.383,Lg,p,616827,2001 HL69,2025-05-02T02:33:29.439Z
60798.07845956019,186.1377506,7.4425879,21.967,Lr,p,616827,2001 HL69,2025-05-03T01:52:58.906Z
60795.167118391204,186.6196866,7.4163718,22.294,Lg,p,616827,2001 HL69,2025-04-30T04:00:39.029Z
60798.027689236114,186.1460963,7.4424301,21.892,Li,p,616827,2001 HL69,2025-05-03T00:39:52.350Z
60797.02183871528,186.3072783,7.4366851,21.892,Li,p,616827,2001 HL69,2025-05-02T00:31:26.865Z
60797.15161803241,186.2851491,7.4376828,22.990,Lu,p,616827,2001 HL69,2025-05-02T03:38:19.798Z
60790.120375405095,187.5750193,7.2966387,21.787,Lr,p,616827,2001 HL69,2025-04-25T02:53:20.435Z
60794.16600300926,186.7976344,7.4001143,21.836,Lr,p,616827,2001 HL69,2025-04-29T03:59:02.660Z
60797.12167314815,186.2901886,7.4374493,22.365,Lg,p,616827,2001 HL69,2025-05-02T02:55:12.560Z
60798.044686747686,186.1433395,7.4424682,21.869,Lr,p,616827,2001 HL69,2025-05-03T01:04:20.935Z
60798.13191863426,186.1289348,7.4428125,22.374,Lg,p,616827,2001 HL69,2025-05-03T03:09:57.770Z
60795.15494917824,186.6219173,7.4162085,22.267,Lg,p,616827,2001 HL69,2025-04-30T03:43:07.609Z
60797.035602303244,186.3048763,7.4368295,21.863,Li,p,616827,2001 HL69,2025-05-02T00:51:16.039Z
60793.184043217596,186.9777183,7.3805301,21.802,Lr,p,616827,2001 HL69,2025-04-28T04:25:01.334Z
60798.134933263886,186.1284282,7.4427972,22.420,Lg,p,616827,2001 HL69,2025-05-03T03:14:18.234Z
60797.114815023146,186.2913666,7.4374129,22.322,Lg,p,616827,2001 HL69,2025-05-02T02:45:20.018Z
60793.058373391206,187.0022054,7.3777717,21.650,Li,p,616827,2001 HL69,2025-04-28T01:24:03.461Z
60793.19449119213,186.9756713,7.3807462,21.777,Lr,p,616827,2001 HL69,2025-04-28T04:40:04.039Z
60798.08779329861,186.1362104,7.4426399,21.838,Lr,p,616827,2001 HL69,2025-05-03T02:06:25.341Z
60798.04368667824,186.1434829,7.4424707,21.974,Lr,p,616827,2001 HL69,2025-05-03T01:02:54.529Z
60797.100222650464,186.2938693,7.4372931,22.391,Lg,p,616827,2001 HL69,2025-05-02T02:24:19.237Z
60795.16613106481,186.6198676,7.4163636,22.398,Lg,p,616827,2001 HL69,2025-04-30T03:59:13.724Z
60799.08891106481,185.9826435,7.4444143,21.890,Lr,p,616827,2001 HL69,2025-05-04T02:08:01.916Z
60797.14230400463,186.2866902,7.4375656,23.549,Lu,p,616827,2001 HL69,2025-05-02T03:24:55.066Z
60798.135430358794,186.1283816,7.4428132,22.296,Lg,p,616827,2001 HL69,2025-05-03T03:15:01.183Z
60798.01790626157,186.1477374,7.4423747,21.885,Li,p,616827,2001 HL69,2025-05-03T00:25:47.101Z
60798.11765490741,186.131306,7.442773,22.355,Lg,p,616827,2001 HL69,2025-05-03T02:49:25.384Z
60787.11395915509,188.2072992,7.1812787,21.513,Li,p,616827,2001 HL69,2025-04-22T02:44:06.071Z
60798.09556436342,186.134912,7.4426797,21.936,Lr,p,616827,2001 HL69,2025-05-03T02:17:36.761Z
60799.15262405093,185.9725676,7.4443834,22.388,Lg,p,616827,2001 HL69,2025-05-04T03:39:46.718Z
60799.12680060185,185.9766417,7.4443849,21.949,Lr,p,616827,2001 HL69,2025-05-04T03:02:35.572Z
60797.10611460648,186.2928776,7.4373426,22.331,Lg,p,616827,2001 HL69,2025-05-02T02:32:48.302Z
60798.12946829861,186.1293335,7.4428117,22.360,Lg,p,616827,2001 HL69,2025-05-03T03:06:26.061Z
60797.03803349537,186.3045111,7.4368298,21.842,Li,p,616827,2001 HL69,2025-05-02T00:54:46.094Z
60795.10168892361,186.6316831,7.4154285,21.872,Lr,p,616827,2001 HL69,2025-04-30T02:26:25.923Z
60793.14047425926,186.9861895,7.3795895,22.171,Lg,p,616827,2001 HL69,2025-04-28T03:22:16.976Z
60798.02190144676,186.1470729,7.4423616,21.877,Li,p,616827,2001 HL69,2025-05-03T00:31:32.285Z
60795.072699375,186.6369963,7.4150059,21.820,Lr,p,616827,2001 HL69,2025-04-30T01:44:41.226Z
60798.10938773148,186.1326169,7.4427309,22.289,Lg,p,616827,2001 HL69,2025-05-03T02:37:31.100Z
60798.12454546296,186.130165,7.442786,22.423,Lg,p,616827,2001 HL69,2025-05-03T02:59:20.728Z
60797.065384016205,186.2998336,7.4370334,21.943,Lr,p,616827,2001 HL69,2025-05-02T01:34:09.179Z
60799.02898070602,185.9921141,7.4443905,21.885,Li,p,616827,2001 HL69,2025-05-04T00:41:43.933Z
60797.12409758102,186.2897921,7.4374636,22.350,Lg,p,616827,2001 HL69,2025-05-02T02:58:42.031Z
60799.121920543985,185.977403,7.4444117,21.918,Lr,p,616827,2001 HL69,2025-05-04T02:55:33.935Z
60798.02817273148,186.1460447,7.4424113,21.746,Li,p,616827,2001 HL69,2025-05-03T00:40:34.124Z
60787.125841863424,188.2046189,7.1818019,21.559,Li,p,616827,2001 HL69,2025-04-22T03:01:12.737Z
60793.19300083334,186.9759706,7.3807195,21.816,Lr,p,616827,2001 HL69,2025-04-28T04:37:55.272Z
60798.066210509256,186.1397695,7.4425673,22.007,Lr,p,616827,2001 HL69,2025-05-03T01:35:20.588Z
60797.07513619213,186.2981663,7.4371113,21.948,Lr,p,616827,2001 HL69,2025-05-02T01:48:11.767Z
60793.137054363426,186.9868433,7.3795123,22.253,Lg,p,616827,2001 HL69,2025-04-28T03:17:21.497Z
60799.1327962037,185.9756995,7.4443863,21.996,Lr,p,616827,2001 HL69,2025-05-04T03:11:13.592Z
60795.15742033565,186.6214619,7.4162406,22.283,Lg,p,616827,2001 HL69,2025-04-30T03:46:41.117Z
60797.07321030093,186.2984948,7.4371,21.975,Lr,p,616827,2001 HL69,2025-05-02T01:45:25.370Z
60795.06876832176,186.6377131,7.4149485,21.869,Lr,p,616827,2001 HL69,2025-04-30T01:39:01.583Z
60787.111309155094,188.2079158,7.1811543,21.599,Li,p,616827,2001 HL69,2025-04-22T02:40:17.111Z
60793.19932141204,186.9747522,7.3808517,22.165,Lg,p,616827,2001 HL69,2025-04-28T04:47:01.370Z
60797.02235732639,186.3071767,7.436703,21.787,Li,p,616827,2001 HL69,2025-05-02T00:32:11.673Z
60797.120221481484,186.2904344,7.4374315,22.374,Lg,p,616827,2001 HL69,2025-05-02T02:53:07.136Z
60799.12533592593,185.9768635,7.4443923,21.902,Lr,p,616827,2001 HL69,2025-05-04T03:00:29.024Z
60799.116566145836,185.9782609,7.4444027,21.946,Lr,p,616827,2001 HL69,2025-05-04T02:47:51.315Z
60799.032896145836,185.9915143,7.4443874,21.917,Li,p,616827,2001 HL69,2025-05-04T00:47:22.227Z
60798.07358469907,186.1385752,7.4425944,21.944,Lr,p,616827,2001 HL69,2025-05-03T01:45:57.718Z
60797.036574074074,186.3047399,7.4368106,21.813,Li,p,616827,2001 HL69,2025-05-02T00:52:40.000Z
60794.17001052084,186.7969061,7.4001684,21.912,Lr,p,616827,2001 HL69,2025-04-29T04:04:48.909Z
60790.181377071756,187.5621551,7.298633,21.729,Li,p,616827,2001 HL69,2025-04-25T04:21:10.979Z
60798.08972684028,186.1358641,7.4426502,21.926,Lr,p,616827,2001 HL69,2025-05-03T02:09:12.399Z
60797.158677465275,186.2838335,7.4378266,23.160,Lu,p,616827,2001 HL69,2025-05-02T03:48:29.733Z
60798.01691510417,186.1478595,7.4423577,21.730,Li,p,616827,2001 HL69,2025-05-03T00:24:21.465Z
60798.03358824074,186.145154,7.442426,21.907,Li,p,616827,2001 HL69,2025-05-03T00:48:22.024Z
60798.13690228009,186.1281217,7.442808,22.235,Lg,p,616827,2001 HL69,2025-05-03T03:17:08.357Z
60790.18956118055,187.5604161,7.2989205,21.647,Li,p,616827,2001 HL69,2025-04-25T04:32:58.086Z
60790.18267908565,187.5618781,7.2986852,21.675,Li,p,616827,2001 HL69,2025-04-25T04:23:03.473Z
60797.05078280093,186.3023161,7.4369279,21.875,Li,p,616827,2001 HL69,2025-05-02T01:13:07.634Z
60793.060328645835,187.0018195,7.3778296,21.778,Li,p,616827,2001 HL69,2025-04-28T01:26:52.395Z
60797.06635173611,186.2996581,7.4370429,22.037,Lr,p,616827,2001 HL69,2025-05-02T01:35:32.790Z
60797.12606261574,186.2894375,7.4374811,22.318,Lg,p,616827,2001 HL69,2025-05-02T03:01:31.810Z
60799.11064346065,185.9792001,7.4443912,21.889,Lr,p,616827,2001 HL69,2025-05-04T02:39:19.595Z
60795.07123929398,186.6372621,7.4149792,21.858,Lr,p,616827,2001 HL69,2025-04-30T01:42:35.075Z
60798.11572256945,186.1316026,7.4427593,22.358,Lg,p,616827,2001 HL69,2025-05-03T02:46:38.430Z
60798.12114413195,186.1306477,7.4427996,22.371,Lg,p,616827,2001 HL69,2025-05-03T02:54:26.853Z
60798.05548795139,186.1415498,7.4425169,21.865,Lr,p,616827,2001 HL69,2025-05-03T01:19:54.159Z
60797.097803460645,186.2942822,7.4372763,22.419,Lg,p,616827,2001 HL69,2025-05-02T02:20:50.219Z
60797.02822532407,186.3061958,7.4367609,21.833,Li,p,616827,2001 HL69,2025-05-02T00:40:38.668Z
60795.068243773145,186.6378127,7.4149568,21.891,Lr,p,616827,2001 HL69,2025-04-30T01:38:16.262Z
60799.094341435186,185.9817774,7.4444068,21.945,Lr,p,616827,2001 HL69,2025-05-04T02:15:51.100Z
60797.129495127316,186.2888581,7.4375015,22.395,Lg,p,616827,2001 HL69,2025-05-02T03:06:28.379Z
60798.04419875,186.1434031,7.4424854,21.950,Lr,p,616827,2001 HL69,2025-05-03T01:03:38.772Z
60797.127043148146,186.2892774,7.4374983,22.350,Lg,p,616827,2001 HL69,2025-05-02T03:02:56.528Z
60799.085495150466,185.9831649,7.4443903,22.035,Lr,p,616827,2001 HL69,2025-05-04T02:03:06.781Z
60798.07504978009,186.1382969,7.4426026,21.920,Lr,p,616827,2001 HL69,2025-05-03T01:48:04.301Z
60790.12139641204,187.5748023,7.2966887,21.802,Lr,p,616827,2001 HL69,2025-04-25T02:54:48.650Z
60798.06329709491,186.1402378,7.4425397,21.954,Lr,p,616827,2001 HL69,2025-05-03T01:31:08.869Z
60790.13875009259,187.5711353,7.2972525,22.139,Lg,p,616827,2001 HL69,2025-04-25T03:19:48.008Z
60797.133472511574,186.288186,7.437521,22.312,Lg,p,616827,2001 HL69,2025-05-02T03:12:12.025Z
60799.14384549769,185.9739382,7.4443807,22.424,Lg,p,616827,2001 HL69,2025-05-04T03:27:08.251Z
60798.064753935185,186.1400229,7.4425399,21.984,Lr,p,616827,2001 HL69,2025-05-03T01:33:14.740Z
60797.04582275463,186.3031693,7.4368884,21.837,Li,p,616827,2001 HL69,2025-05-02T01:05:59.086Z
60793.053489074075,187.0031641,7.3776741,21.787,Li,p,616827,2001 HL69,2025-04-28T01:17:01.456Z
60798.122597152775,186.1304718,7.4427708,22.287,Lg,p,616827,2001 HL69,2025-05-03T02:56:32.394Z
60798.02965409722,186.1458035,7.4424174,21.742,Li,p,616827,2001 HL69,2025-05-03T00:42:42.114Z
60795.180814328705,186.6172216,7.4165304,23.166,Lu,p,616827,2001 HL69,2025-04-30T04:20:22.358Z
60799.154579131944,185.972264,7.4443697,22.308,Lg,p,616827,2001 HL69,2025-05-04T03:42:35.637Z
60797.06984200232,186.2990522,7.4370841,21.885,Lr,p,616827,2001 HL69,2025-05-02T01:40:34.349Z
60787.15705606482,188.1975404,7.1831623,23.103,Lu,p,616827,2001 HL69,2025-04-22T03:46:09.644Z
60798.084898078705,186.1366936,7.4426554,21.937,Lr,p,616827,2001 HL69,2025-05-03T02:02:15.194Z
60798.09652934028,186.1347636,7.4426701,21.932,Lr,p,616827,2001 HL69,2025-05-03T02:19:00.135Z
60799.10384928241,185.9802679,7.4443958,21.880,Lr,p,616827,2001 HL69,2025-05-04T02:29:32.578Z
60794.168996493056,186.797059,7.4001558,21.881,Lr,p,616827,2001 HL69,2025-04-29T04:03:21.297Z
60797.06007535879,186.3007405,7.436993,21.944,Lr,p,616827,2001 HL69,2025-05-02T01:26:30.511Z
60798.12357675926,186.1303072,7.4427804,22.303,Lg,p,616827,2001 HL69,2025-05-03T02:57:57.032Z
60799.03686569444,185.9908772,7.4443874,21.874,Li,p,616827,2001 HL69,2025-05-04T00:53:05.196Z
60797.02284759259,186.3071044,7.4367182,21.868,Li,p,616827,2001 HL69,2025-05-02T00:32:54.032Z
60790.119872905096,187.5751199,7.296624,21.762,Lr,p,616827,2001 HL69,2025-04-25T02:52:37.019Z
60797.046778275464,186.3029969,7.4368952,21.817,Li,p,616827,2001 HL69,2025-05-02T01:07:21.643Z
60798.12702331018,186.1297719,7.4427639,22.340,Lg,p,616827,2001 HL69,2025-05-03T03:02:54.814Z
60798.058416851854,186.141063,7.4425178,22.009,Lr,p,616827,2001 HL69,2025-05-03T01:24:07.216Z
60798.09408920139,186.1351714,7.4426688,21.899,Lr,p,616827,2001 HL69,2025-05-03T02:15:29.307Z
60799.02094193287,185.993394,7.4443711,21.872,Li,p,616827,2001 HL69,2025-05-04T00:30:09.383Z
60793.202319027776,186.9741675,7.3809135,22.204,Lg,p,616827,2001 HL69,2025-04-28T04:51:20.364Z
60799.179367766206,185.9684407,7.4443955,23.313,Lu,p,616827,2001 HL69,2025-05-04T04:18:17.375Z
60798.02480983796,186.1465908,7.4424089,21.828,Li,p,616827,2001 HL69,2025-05-03T00:35:43.570Z
60797.037545162035,186.3045846,7.4368336,21.749,Li,p,616827,2001 HL69,2025-05-02T00:54:03.902Z
60799.0309555787,185.9918165,7.4443963,21.859,Li,p,616827,2001 HL69,2025-05-04T00:44:34.562Z
60799.022422546295,185.9931794,7.4443676,21.825,Li,p,616827,2001 HL69,2025-05-04T00:32:17.308Z
60787.12738085648,188.2042847,7.1818611,21.648,Li,p,616827,2001 HL69,2025-04-22T03:03:25.706Z
60797.148730532404,186.2856317,7.4375422,23.495,Lu,p,616827,2001 HL69,2025-05-02T03:34:10.318Z
60799.01641347222,185.9940655,7.4443984,21.856,Li,p,616827,2001 HL69,2025-05-04T00:23:38.124Z
60795.030111631946,186.6448057,7.4143574,21.853,Lr,p,616827,2001 HL69,2025-04-30T00:43:21.645Z
60797.08913922454,186.2957602,7.4372166,22.363,Lg,p,616827,2001 HL69,2025-05-02T02:08:21.629Z
60799.03440755787,185.9912597,7.4443862,21.879,Li,p,616827,2001 HL69,2025-05-04T00:49:32.813Z
60799.13327327546,185.9756285,7.4443872,21.940,Lr,p,616827,2001 HL69,2025-05-04T03:11:54.811Z
60797.092015787035,186.2952638,7.4372364,22.336,Lg,p,616827,2001 HL69,2025-05-02T02:12:30.164Z
60793.167382893516,186.980945,7.3801547,23.133,Lu,p,616827,2001 HL69,2025-04-28T04:01:01.882Z
60798.07407303241,186.1384713,7.4425877,21.914,Lr,p,616827,2001 HL69,2025-05-03T01:46:39.910Z
60799.08695304398,185.9829376,7.4444078,21.992,Lr,p,616827,2001 HL69,2025-05-04T02:05:12.743Z
60793.06181773148,187.0015291,7.3778487,21.778,Li,p,616827,2001 HL69,2025-04-28T01:29:01.052Z
60798.053933842595,186.1417879,7.4425337,21.916,Lr,p,616827,2001 HL69,2025-05-03T01:17:39.884Z
60798.030139305556,186.1457504,7.4424546,21.945,Li,p,616827,2001 HL69,2025-05-03T00:43:24.036Z
60797.034055358796,186.3051883,7.4367932,21.798,Li,p,616827,2001 HL69,2025-05-02T00:49:02.383Z
60797.06104811343,186.3005747,7.4369986,21.941,Lr,p,616827,2001 HL69,2025-05-02T01:27:54.557Z
60798.051033599535,186.1422945,7.4425209,22.079,Lr,p,616827,2001 HL69,2025-05-03T01:13:29.303Z
60797.10369607639,186.2932614,7.4372948,22.398,Lg,p,616827,2001 HL69,2025-05-02T02:29:19.341Z
60798.098936030096,186.1343707,7.4426806,21.831,Lr,p,616827,2001 HL69,2025-05-03T02:22:28.073Z
60799.12835704861,185.9763696,7.4443908,21.882,Lr,p,616827,2001 HL69,2025-05-04T03:04:50.049Z
60798.01056252315,186.148926,7.4423438,21.701,Li,p,616827,2001 HL69,2025-05-03T00:15:12.602Z
60798.12899204861,186.1294286,7.442772,22.303,Lg,p,616827,2001 HL69,2025-05-03T03:05:44.913Z
60797.06491127315,186.2999069,7.4370372,21.947,Lr,p,616827,2001 HL69,2025-05-02T01:33:28.334Z
60798.083835300924,186.1368677,7.4426471,21.901,Lr,p,616827,2001 HL69,2025-05-03T02:00:43.370Z
60797.04093456019,186.3040256,7.4368563,21.855,Li,p,616827,2001 HL69,2025-05-02T00:58:56.746Z
60799.02045364583,185.993468,7.4443761,21.849,Li,p,616827,2001 HL69,2025-05-04T00:29:27.195Z
60797.12264462963,186.2900287,7.4374523,22.344,Lg,p,616827,2001 HL69,2025-05-02T02:56:36.496Z
60795.056069398146,186.6400477,7.4147531,21.869,Lr,p,616827,2001 HL69,2025-04-30T01:20:44.396Z
60798.05744769676,186.1412531,7.4425454,21.920,Lr,p,616827,2001 HL69,2025-05-03T01:22:43.481Z
60797.07080090278,186.2989009,7.4370769,21.928,Lr,p,616827,2001 HL69,2025-05-02T01:41:57.198Z
60798.01153012732,186.1487684,7.4423481,21.751,Li,p,616827,2001 HL69,2025-05-03T00:16:36.203Z
60797.042879988425,186.3036708,7.4368696,21.851,Li,p,616827,2001 HL69,2025-05-02T01:01:44.831Z
60793.13851606481,186.9865578,7.3795378,22.277,Lg,p,616827,2001 HL69,2025-04-28T03:19:27.788Z
60799.11704016204,185.978168,7.4444102,21.964,Lr,p,616827,2001 HL69,2025-05-04T02:48:32.270Z
60787.12941436343,188.2038048,7.1819625,21.650,Li,p,616827,2001 HL69,2025-04-22T03:06:21.401Z
60797.03511914352,186.3050019,7.4368053,21.780,Li,p,616827,2001 HL69,2025-05-02T00:50:34.294Z
60799.10531824074,185.9800434,7.4443944,21.912,Lr,p,616827,2001 HL69,2025-05-04T02:31:39.496Z
60795.07172690972,186.6371717,7.4149986,21.932,Lr,p,616827,2001 HL69,2025-04-30T01:43:17.205Z
60798.08432574074,186.1367661,7.4426225,21.865,Lr,p,616827,2001 HL69,2025-05-03T02:01:25.744Z
60799.1536206713,185.972414,7.4443635,22.278,Lg,p,616827,2001 HL69,2025-05-04T03:41:12.826Z
60795.19146865741,186.6153791,7.4168088,23.078,Lu,p,616827,2001 HL69,2025-04-30T04:35:42.892Z
60797.105142546294,186.2930217,7.4373469,22.370,Lg,p,616827,2001 HL69,2025-05-02T02:31:24.316Z
60793.186007488424,186.9773209,7.380563,21.883,Lr,p,616827,2001 HL69,2025-04-28T04:27:51.047Z
60799.127292199075,185.9765534,7.4443804,21.893,Lr,p,616827,2001 HL69,2025-05-04T03:03:18.046Z
60797.06936552083,186.2991619,7.4370776,21.902,Lr,p,616827,2001 HL69,2025-05-02T01:39:53.181Z
60795.09254275463,186.6333622,7.4153008,21.882,Lr,p,616827,2001 HL69,2025-04-30T02:13:15.694Z
60798.12016450232,186.130902,7.442785,22.365,Lg,p,616827,2001 HL69,2025-05-03T02:53:02.213Z
60798.12163046296,186.1306351,7.4427603,22.337,Lg,p,616827,2001 HL69,2025-05-03T02:55:08.872Z
60798.10552520833,186.1333187,7.442691,22.321,Lg,p,616827,2001 HL69,2025-05-03T02:31:57.378Z
60799.112548310186,185.9788905,7.4443957,21.996,Lr,p,616827,2001 HL69,2025-05-04T02:42:04.174Z
60797.09442392361,186.2948497,7.4372641,22.430,Lg,p,616827,2001 HL69,2025-05-02T02:15:58.227Z
60797.12361043981,186.2898612,7.4374638,22.425,Lg,p,616827,2001 HL69,2025-05-02T02:57:59.942Z
60797.07128570602,186.2988203,7.4370841,21.958,Lr,p,616827,2001 HL69,2025-05-02T01:42:39.085Z
60799.18115694445,185.9680672,7.4443925,22.866,Lu,p,616827,2001 HL69,2025-05-04T04:20:51.960Z
60798.036578865744,186.1446375,7.4424543,21.820,Li,p,616827,2001 HL69,2025-05-03T00:52:40.414Z
60797.0271990625,186.3063473,7.4367642,21.869,Li,p,616827,2001 HL69,2025-05-02T00:39:09.999Z
60798.02577266204,186.1464147,7.4423854,21.722,Li,p,616827,2001 HL69,2025-05-03T00:37:06.758Z
60797.13046761574,186.2886969,7.4375102,22.343,Lg,p,616827,2001 HL69,2025-05-02T03:07:52.402Z
60798.06183648148,186.1404862,7.4425346,21.915,Lr,p,616827,2001 HL69,2025-05-03T01:29:02.672Z
60797.100711122686,186.29378,7.4372915,22.321,Lg,p,616827,2001 HL69,2025-05-02T02:25:01.441Z
60797.07416418981,186.2983279,7.437093,21.881,Lr,p,616827,2001 HL69,2025-05-02T01:46:47.786Z
60793.163276770836,186.9816879,7.380103,23.246,Lu,p,616827,2001 HL69,2025-04-28T03:55:07.113Z
60797.06734462963,186.2994906,7.4370518,21.952,Lr,p,616827,2001 HL69,2025-05-02T01:36:58.576Z
60797.08450626158,186.2965486,7.437184,21.933,Lr,p,616827,2001 HL69,2025-05-02T02:01:41.341Z
60797.0453449537,186.3032566,7.4368922,21.772,Li,p,616827,2001 HL69,2025-05-02T01:05:17.804Z
60798.10842103009,186.1328184,7.4427399,22.311,Lg,p,616827,2001 HL69,2025-05-03T02:36:07.577Z
60797.1021684375,186.2935188,7.4373077,22.368,Lg,p,616827,2001 HL69,2025-05-02T02:27:07.353Z
60797.118753483795,186.2906793,7.4374347,22.303,Lg,p,616827,2001 HL69,2025-05-02T02:51:00.301Z
60790.1173121875,187.5756536,7.2965379,21.803,Lr,p,616827,2001 HL69,2025-04-25T02:48:55.773Z
60798.015929664354,186.1480405,7.4423623,21.719,Li,p,616827,2001 HL69,2025-05-03T00:22:56.323Z
60797.12070638889,186.2903519,7.4374392,22.370,Lg,p,616827,2001 HL69,2025-05-02T02:53:49.032Z
60793.140955138886,186.9860923,7.3795921,22.248,Lg,p,616827,2001 HL69,2025-04-28T03:22:58.524Z
60797.02332707176,186.3070221,7.4367075,21.809,Li,p,616827,2001 HL69,2025-05-02T00:33:35.459Z
