oid,measurement_id,mjd,ra,dec,band,band_name,psfFlux,psfFluxErr,scienceFlux,scienceFluxErr,snr,visit,detector,diaObjectId,ssObjectId,has_stamp,apFlux,apFluxErr,apFlux_flag,apFlux_flag_apertureTruncated,bboxSize,centroid_flag,decErr,dipoleAngle,dipoleChi2,dipoleFitAttempted,dipoleFluxDiff,dipoleFluxDiffErr,dipoleLength,dipoleMeanFlux,dipoleMeanFluxErr,dipoleNdata,extendedness,forced_PsfFlux_flag,forced_PsfFlux_flag_edge,forced_PsfFlux_flag_noGoodPixels,glint_trail,isDipole,isNegative,ixx,ixxPSF,ixy,ixyPSF,iyy,iyyPSF,parentDiaSourceId,pixelFlags,pixelFlags_bad,pixelFlags_cr,pixelFlags_crCenter,pixelFlags_edge,pixelFlags_injected,pixelFlags_injectedCenter,pixelFlags_injected_template,pixelFlags_injected_templateCenter,pixelFlags_interpolated,pixelFlags_interpolatedCenter,pixelFlags_nodata,pixelFlags_nodataCenter,pixelFlags_offimage,pixelFlags_saturated,pixelFlags_saturatedCenter,pixelFlags_streak,pixelFlags_streakCenter,pixelFlags_suspect,pixelFlags_suspectCenter,psfChi2,psfFlux_flag,psfFlux_flag_edge,psfFlux_flag_noGoodPixels,psfLnL,psfNdata,raErr,ra_dec_Cov,reliability,shape_flag,shape_flag_no_pixels,shape_flag_not_contained,shape_flag_parent_source,survey_id,templateFlux,templateFluxErr,timeProcessedMjdTai,timeWithdrawnMjdTai,trailAngle,trailAngleErr,trailChi2,trailDec,trailDecErr,trailFlux,trailFluxErr,trailLength,trailLengthErr,trailNdata,trailRa,trailRaErr,trail_flag_edge,x,xErr,y,yErr
170631126370484290,170631126370484290,61227.4174581484,9.400184937127841,-44.25375894530841,3,i,9349.732,290.3093,9474.256,296.7688,32.146767,2026070500863,94,170631126370484290,0,True,9509.807,638.97015,False,False,27,False,6.570126e-06,,,False,,,,,,0,0.04768778,False,False,False,False,False,False,0.1912716,0.20357336,-0.014201935,0.0074618226,0.27864072,0.22537017,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1647.5011,False,False,False,,1681,7.735548e-06,-9.5148065e-12,0.9999113,False,False,False,False,lsst,-69.74496,19.431768,61227.419605642084,,123.04247,9.247528,,-44.25375731799362,,9103.025,193.38393,0.989923,0.14925984,0,9.400183734626568,,False,3639.0198,0.112138875,2670.8635,0.14410016
