oid,measurement_id,mjd,ra,dec,band,band_name,psfFlux,psfFluxErr,scienceFlux,scienceFluxErr,snr,visit,detector,diaObjectId,ssObjectId,has_stamp,apFlux,apFluxErr,apFlux_flag,apFlux_flag_apertureTruncated,bboxSize,centroid_flag,decErr,dipoleAngle,dipoleChi2,dipoleFitAttempted,dipoleFluxDiff,dipoleFluxDiffErr,dipoleLength,dipoleMeanFlux,dipoleMeanFluxErr,dipoleNdata,extendedness,forced_PsfFlux_flag,forced_PsfFlux_flag_edge,forced_PsfFlux_flag_noGoodPixels,glint_trail,isDipole,isNegative,ixx,ixxPSF,ixy,ixyPSF,iyy,iyyPSF,parentDiaSourceId,pixelFlags,pixelFlags_bad,pixelFlags_cr,pixelFlags_crCenter,pixelFlags_edge,pixelFlags_injected,pixelFlags_injectedCenter,pixelFlags_injected_template,pixelFlags_injected_templateCenter,pixelFlags_interpolated,pixelFlags_interpolatedCenter,pixelFlags_nodata,pixelFlags_nodataCenter,pixelFlags_offimage,pixelFlags_saturated,pixelFlags_saturatedCenter,pixelFlags_streak,pixelFlags_streakCenter,pixelFlags_suspect,pixelFlags_suspectCenter,psfChi2,psfFlux_flag,psfFlux_flag_edge,psfFlux_flag_noGoodPixels,psfLnL,psfNdata,raErr,ra_dec_Cov,reliability,shape_flag,shape_flag_no_pixels,shape_flag_not_contained,shape_flag_parent_source,survey_id,templateFlux,templateFluxErr,timeProcessedMjdTai,timeWithdrawnMjdTai,trailAngle,trailAngleErr,trailChi2,trailDec,trailDecErr,trailFlux,trailFluxErr,trailLength,trailLengthErr,trailNdata,trailRa,trailRaErr,trail_flag_edge,x,xErr,y,yErr
170595944929165325,170595944929165325,61219.422466954304,9.735662002675033,-43.5747862297439,1,g,1171606.5,1074.1744,1223331.5,1125.038,1092.0797,2026062700885,52,170595944929165325,0,True,671718.06,790.89435,False,False,42,False,1.5808183e-07,,,False,,,,,,0,0.9920041,False,False,False,False,False,False,0.13859451,0.43596378,0.0026304557,-0.002220343,0.14193536,0.4202192,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3183881.8,False,False,False,,1681,1.5753176e-07,-8.247437e-16,1.0,False,False,False,False,lsst,-84.054344,3.1639445,61219.42410249177,,-161.24161,2.753441,,-43.574787473784724,,1076449.4,153.55019,0.27256018,0.012926361,0,9.735663182291216,,False,1613.6503,0.002884455,1339.4458,0.0027904168
