oid,measurement_id,mjd,ra,dec,band,band_name,psfFlux,psfFluxErr,scienceFlux,scienceFluxErr,snr,visit,detector,diaObjectId,ssObjectId,has_stamp,apFlux,apFluxErr,apFlux_flag,apFlux_flag_apertureTruncated,bboxSize,centroid_flag,decErr,dipoleAngle,dipoleChi2,dipoleFitAttempted,dipoleFluxDiff,dipoleFluxDiffErr,dipoleLength,dipoleMeanFlux,dipoleMeanFluxErr,dipoleNdata,extendedness,forced_PsfFlux_flag,forced_PsfFlux_flag_edge,forced_PsfFlux_flag_noGoodPixels,glint_trail,isDipole,isNegative,ixx,ixxPSF,ixy,ixyPSF,iyy,iyyPSF,parentDiaSourceId,pixelFlags,pixelFlags_bad,pixelFlags_cr,pixelFlags_crCenter,pixelFlags_edge,pixelFlags_injected,pixelFlags_injectedCenter,pixelFlags_injected_template,pixelFlags_injected_templateCenter,pixelFlags_interpolated,pixelFlags_interpolatedCenter,pixelFlags_nodata,pixelFlags_nodataCenter,pixelFlags_offimage,pixelFlags_saturated,pixelFlags_saturatedCenter,pixelFlags_streak,pixelFlags_streakCenter,pixelFlags_suspect,pixelFlags_suspectCenter,psfChi2,psfFlux_flag,psfFlux_flag_edge,psfFlux_flag_noGoodPixels,psfLnL,psfNdata,raErr,ra_dec_Cov,reliability,shape_flag,shape_flag_no_pixels,shape_flag_not_contained,shape_flag_parent_source,survey_id,templateFlux,templateFluxErr,timeProcessedMjdTai,timeWithdrawnMjdTai,trailAngle,trailAngleErr,trailChi2,trailDec,trailDecErr,trailFlux,trailFluxErr,trailLength,trailLengthErr,trailNdata,trailRa,trailRaErr,trail_flag_edge,x,xErr,y,yErr
170595944383905810,170595944383905810,61219.418592269416,10.851083842325327,-42.99222759832777,3,i,354556.47,1915.486,3439492.8,1995.6721,182.55786,2026062700881,36,170595944383905810,0,True,243699.17,1704.923,False,False,62,False,1.0846078e-06,,,False,,,,,,0,0.9428491,False,False,False,False,False,False,0.1790244,0.39340684,0.022040108,0.024954394,0.14384584,0.3385199,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17582.732,False,False,False,,1681,9.410614e-07,-4.8962424e-14,0.610803,False,False,False,False,lsst,3070303.5,126.54168,61219.42107819999,,-163.1142,2.1463315,,-42.99223029200349,,328379.94,418.56815,0.7646635,0.02626512,0,10.851088307490471,,False,2012.597,0.01960333,781.994,0.016876224
170595944383905810,170595944500822065,61219.419088855124,10.851103039404483,-42.9922627622681,3,i,363485.6,1969.0537,3512922.0,2061.081,181.8303,2026062700882,3,170595944383905810,0,True,259294.69,1756.4829,False,False,66,False,1.0436572e-06,,,False,,,,,,0,0.9656116,False,False,False,False,False,False,0.1676358,0.41354144,0.051970027,0.040772803,0.17303921,0.39266172,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16660.691,False,False,False,,1681,1.0291894e-06,-8.783363e-15,0.63914883,False,False,False,False,lsst,3132756.8,81.71002,61219.42123479923,,-144.98828,1.1517019,,-42.992259481105705,,342800.6,365.84286,1.0420312,0.018372046,0,10.851108764191913,,False,3312.0918,0.018826248,2754.2046,0.018539457
